-0.73711,0.078994,-0.033626,0.16858,0.00024402,-0.085869,-0.13214
-0.82005,0.015295,-0.15701,0.014352,-0.10459,-0.08463,0.039373
-0.54147,0.077453,-0.10143,0.057456,-0.0023283,-0.092763,0.00016186
-0.22027,-0.085188,0.06151,-0.075256,0.11585,-0.12417,-0.020374
0.17629,-0.080754,0.24889,0.071652,0.3565,-0.15413,-0.20539
0.87328,-0.23729,0.4307,0.11805,0.76479,-0.16101,-0.12662
-0.0099179,-0.23497,-0.0068519,-0.26888,0.39287,0.037017,0.18669
0.31537,0.063632,0.28413,0.036911,0.23184,-0.050281,-0.016258
0.0062414,0.051634,0.1257,0.0081915,0.064844,-0.23103,0.046793
-1.5605,0.16894,-0.48984,-0.021719,-0.41486,0.25781,0.28879
-0.58684,0.37388,-0.2694,-0.054726,-0.26194,0.23042,0.29845
-0.021484,-0.1108,0.1035,0.11941,0.045044,-0.45273,-0.020733
0.76406,-0.09179,0.2097,0.072561,-0.024937,0.070236,0.34781
-0.28379,-0.23071,0.095715,0.17623,-0.040308,-0.27545,-0.34249
0.49036,0.17371,0.08531,-0.21641,0.12729,0.043388,0.21873
0.67146,-0.044032,0.099103,0.25415,0.033766,0.077735,-0.043845
0.44768,-0.043235,0.080746,0.030675,0.0085466,0.01986,0.20395
0.27484,-0.089053,0.076021,0.086248,-0.015418,0.027669,0.049559
0.36851,0.06625,0.008717,-0.12485,0.17898,0.083484,0.044513
0.48086,-0.14556,-0.12237,-0.16301,0.10815,0.29763,0.41585
0.69899,-0.01726,0.11266,0.025577,0.39026,0.021156,-0.17902
0.88387,-0.01714,-0.021495,0.040606,0.39483,0.10897,0.091994
0.33797,0.22368,-0.23869,0.065589,0.26339,0.18845,-0.024508
0.3793,-0.08067,-0.13194,-0.056784,0.10172,0.3366,0.018402
-0.093524,0.21907,-0.22209,0.11431,0.086994,0.23459,-0.095099
-0.030409,0.34744,-0.41495,-0.093163,-0.067769,0.47867,0.43513
-0.33611,0.038898,-0.33386,-0.00067741,-0.14462,0.21188,0.16035
-0.42933,0.20269,-0.27205,-0.055932,0.023411,0.070465,0.17345
-0.089944,0.065018,-0.31518,-0.052862,0.09952,0.028364,0.34821
-0.46405,0.21475,-0.21498,0.01272,0.030904,0.049562,-0.13916
0.16319,0.048598,-0.033202,0.053854,0.26304,-0.17872,-0.0057024
-0.50643,0.24947,-0.25523,0.019471,-0.15237,0.21141,0.1992
-0.56752,0.13505,-0.24454,0.073653,-0.18331,0.078836,-0.067172
-0.24013,0.084368,-0.20044,-0.039146,0.054247,0.042733,0.086682
0.17003,-0.053557,0.0035565,-0.037454,0.27367,-0.31396,0.02025
-0.49735,0.035316,-0.22653,0.044701,-0.095382,-0.090488,0.028641
-0.14795,0.15952,0.025919,0.067678,-0.055165,0.007084,0.058479
-0.26903,0.050258,0.046125,0.07095,-0.0095237,-0.22619,0.12635
0.078698,0.084286,0.048951,-0.09139,0.13274,-0.11713,0.35913
0.16126,0.10833,0.25931,-0.21929,0.1494,-0.38038,0.43931
-0.20583,0.11547,-0.11954,-0.026652,0.037402,0.15809,0.062217
0.018041,-0.26745,-0.054358,0.10057,0.05392,-0.0099947,-0.035603
-0.16079,-0.16715,-0.1002,-0.0080992,-0.046904,-0.060812,0.14552
0.042449,0.46894,0.30234,0.048759,0.047482,-0.080435,0.044596
-0.041508,-0.16441,-0.15115,0.15083,0.067208,0.27104,-0.079987
0.093407,0.092838,0.084784,0.083786,0.10951,0.12758,-0.059108
-0.11303,-0.12833,-0.13932,0.0079954,-0.068466,0.1969,0.037118
-0.19287,0.015503,-0.027868,-0.00090164,-0.064975,0.14146,0.11319
-0.20498,0.075922,0.051768,0.022775,0.015732,-0.040211,-0.0007472
-0.39608,0.011872,-0.022297,0.15847,0.0037768,0.0081367,-0.16075
-0.095039,-0.084078,-0.062675,0.031461,0.0044415,0.17671,0.16846
-0.12427,-0.0655,-0.041614,-0.020843,0.11156,-0.029719,0.040103
-0.076257,0.0062979,0.085878,0.021028,0.17119,-0.079333,-0.031176
-0.16074,0.013615,0.099473,0.026815,0.070518,0.077709,-0.097854
-0.25182,0.13372,0.12459,0.084723,0.027317,0.051424,0.014946
-0.37529,-0.20229,-0.0088459,0.07563,0.0003385,0.0053636,0.053898
0.049453,0.023565,0.12646,0.0082778,0.10557,-0.004924,0.20067
-0.14974,-0.070316,-0.048839,0.055836,0.13344,0.026381,-0.11121
-0.28972,0.0088174,0.036395,0.09839,-0.041264,0.21045,-0.039412
-0.33503,0.11054,0.1206,0.17575,0.095939,-0.13328,-0.10418
-0.067178,-0.10702,0.065894,0.047399,0.13498,-0.11891,-0.064988
-0.43102,0.144,-0.1483,0.0034693,-0.17404,0.24521,0.16156
-0.28323,0.031546,-0.0060983,0.0968,-0.032603,0.02531,-0.052971
-0.075304,-0.090939,0.017285,0.0057133,0.034585,-0.047991,0.085371
-0.40257,0.062626,-0.089635,0.13685,-0.048083,0.069349,-0.10936
-0.2248,0.03941,0.10454,0.042136,0.0064993,-0.20984,0.042029
-0.27808,-0.098636,0.011649,0.048348,-0.020286,-0.2074,-0.082056
0.49359,-0.078912,0.28933,0.074353,0.44899,-0.22011,-0.3035
-0.93822,0.14398,-0.29317,-0.044858,-0.46534,0.11046,0.35253
-0.60306,0.054501,-0.10064,-0.049144,-0.22829,0.10921,0.095556
-0.37769,0.035513,-0.03667,0.027886,-0.1495,-0.064719,-0.099745
-0.17882,0.062214,0.10414,0.012911,-0.055564,0.049549,-0.034104
-0.49491,0.0071819,-0.042589,0.0038591,-0.18195,-0.20136,-0.018261
-0.26048,-0.12549,0.070367,0.034012,-0.09466,-0.13825,-0.14899
-0.36463,-0.0062388,0.027904,0.032372,-0.12299,-0.12568,-0.069712
-0.19847,-0.069627,0.094565,-0.07252,-0.13513,-0.20131,0.28627
-0.48914,0.28759,0.17616,0.061317,-0.17621,-0.11035,-0.17299
-0.12771,-0.057361,0.091424,0.037058,-0.02868,-0.086775,-0.078509
-0.36287,-0.10071,-0.089598,0.079846,-0.11375,0.040231,-0.0945
-0.47224,-0.005559,-0.039055,0.03945,-0.086033,-0.026543,-0.14723
-0.37939,-0.0010873,0.013704,0.030138,-0.075413,-0.11722,-0.12727
-0.57733,-0.09712,-0.029091,-0.095822,-0.07476,-0.10308,0.057002
-0.37566,0.17621,0.071109,-0.030836,-0.07519,-0.050834,-0.12042
-0.35878,-0.23622,-0.11288,-0.12876,-0.11992,-0.25003,-0.044174
-0.58835,0.23425,0.12934,-0.075401,-0.21625,-0.14521,0.05836
-0.21243,-0.12463,-0.046231,0.0043431,-0.063435,-0.17559,-0.068651
-0.16491,0.17792,0.33022,-0.22292,-0.2286,-0.35426,0.11842
-0.42004,-0.037876,0.085347,-0.060485,-0.30128,-0.3303,-0.14271
-0.14273,-0.17172,0.084045,-0.23501,-0.19151,-0.21,-0.099992
-0.079152,-0.11458,0.074397,-0.36166,-0.20728,-0.21736,0.10578
-0.067762,0.2132,0.036622,-0.30275,-0.21965,-0.052081,0.097074
-0.066785,0.10268,-0.07869,-0.23242,-0.42299,-0.091674,0.035675
0.20712,0.003546,0.11571,-0.035858,-0.15123,-0.26882,-0.4314
0.18781,0.040934,0.068293,0.0055205,-0.31866,-0.18055,0.0086295
0.055331,0.056151,-0.025679,0.12631,-0.2734,-0.060866,-0.072413
0.44214,-0.16433,0.09276,0.051525,-0.015044,-0.18104,-0.21257
0.22981,0.043672,0.080137,0.11528,-0.10172,-0.13725,-0.14693
0.055277,-0.01512,-0.16445,-0.013176,-0.14281,0.21591,0.10733
0.18149,-0.070809,0.099929,0.067752,0.14007,-0.23725,-0.1866
-0.06397,-0.19551,-0.034031,-0.10433,0.069309,0.012095,0.0132
-0.014534,0.10234,0.021204,-0.12634,0.32232,-0.14274,-0.17442
-0.50023,0.070534,-0.26694,-0.01504,-0.059013,0.15031,0.11042
0.028514,0.048937,-0.0095813,0.042377,0.26495,-0.0028738,-0.091369
-0.087407,0.12198,-0.094825,-0.095944,0.18536,0.085678,0.20187
-0.75334,0.081788,-0.21129,-0.14231,-0.044483,0.0034027,0.19419
-0.4775,0.16239,-0.18026,-0.070942,0.012538,0.20331,-0.033719
0.36339,0.014959,-0.062482,-0.0080212,0.14134,-0.0086074,0.097121
-0.3918,0.01418,0.11672,0.097443,0.017,-0.35618,0.019224
-0.25065,0.059534,0.0054799,-0.052853,0.064076,0.027734,-0.0053993
-0.23832,-0.073708,0.13071,0.050558,0.035995,-0.1833,-0.37654
-0.35293,0.036041,0.035641,-0.13953,-0.070694,0.12275,-0.06328
-0.11835,-0.26838,0.028709,0.1014,-0.15607,0.060363,-0.0095787
-0.055405,-0.014116,0.18882,0.1435,-0.083853,0.0085797,-0.087702
-0.18121,-0.085596,0.23487,0.15855,-0.18491,-0.18981,0.016261
-0.24601,-0.0035416,0.091945,0.11597,-0.044771,0.0026215,-0.1203
-0.31516,-0.18442,0.05126,0.048587,-0.0039189,0.092743,-0.12355
-0.45632,-0.0056182,0.087045,-0.020795,-0.14539,0.03979,-0.0093995
-0.17428,0.043009,0.24523,-0.1579,0.15464,-0.10643,-0.14697
-0.3115,-0.15754,0.12144,-0.10337,0.045533,-0.039827,0.11964
-0.35457,-0.075473,0.20623,-0.0055862,-0.069827,0.025653,0.0042637
-0.27451,-0.32722,0.074442,-0.086245,-0.12638,-0.065199,0.18014
-0.029061,-0.024819,0.45425,0.025287,-0.071078,0.049964,-0.27413
-0.083178,-0.23132,0.54507,-0.02603,-0.2042,-0.00456,-0.40813
-0.34122,-0.40062,0.47436,-0.31748,-0.29932,-0.046775,0.15824
-0.16496,-0.011482,0.3695,-0.343,-0.22808,0.20967,0.19664
-0.17708,-0.22022,0.3941,-0.0075204,-0.37601,-0.008416,-0.16677
0.12449,-0.26678,0.34971,-0.19685,-0.1308,0.25619,-0.076185
-0.055966,-0.23864,0.33749,-0.024387,-0.2361,-0.0061573,-0.15008
0.33753,-0.27393,0.31968,-0.098217,-0.00099738,-0.032837,-0.201
0.021347,-0.17202,0.39775,-0.38485,-0.01017,-0.093524,0.039112
0.69467,-0.24976,0.45168,-0.14313,0.041525,-0.065005,-0.16363
0.19797,-0.1418,0.36975,0.0012964,-0.36028,0.21746,0.13706
0.34792,-0.052038,0.26385,0.26852,-0.22927,0.02916,0.13826
0.40391,-0.33337,0.28413,-0.17993,-0.069696,0.21338,0.22101
0.29803,0.1158,0.34445,-0.4691,0.12556,0.2039,0.47129
0.28132,-0.1584,0.089383,-0.01747,0.057664,0.16966,0.11948
0.041326,-0.0071285,0.10282,0.15553,-0.036897,0.070284,0.1196
0.41998,0.092108,0.071374,0.16195,0.22719,0.10837,-0.019559
0.40802,-0.33043,-0.061225,0.26016,0.24032,0.17709,-0.011954
0.91963,-0.22175,0.30794,0.23144,0.59643,0.10393,-0.15354
0.57082,-0.0065351,0.18282,0.32004,0.13934,0.14529,0.2791
-0.69269,0.16549,-0.37162,0.50359,-0.35947,0.68637,0.33197
-0.12706,0.21019,-0.11821,0.47284,0.095441,0.30481,0.019165
0.15379,0.033334,-0.12581,0.48827,0.14051,0.1068,-0.0091887
0.10564,-0.02856,0.053115,0.31497,0.2255,0.099269,0.078445
-0.33323,-0.076308,-0.0071544,0.0091396,0.31849,0.2141,-0.056401
-0.34934,-0.13001,0.075607,-0.11406,0.33929,0.030368,0.11868
-0.18229,-0.0090746,0.020529,-0.074616,0.34714,0.36032,0.16032
-0.10447,0.082553,0.23654,-0.0080864,0.50743,0.086964,0.12892
0.030433,-0.21285,0.25294,0.28125,0.21579,-0.050761,0.094127
-0.46936,0.14563,0.13499,0.41986,-0.11218,0.1868,0.12628
-0.24158,-0.095095,0.043052,0.26489,0.042113,0.19961,0.35333
-0.24909,-0.067459,0.20467,0.28943,0.062979,0.04371,0.26379
-0.42818,-0.16539,-0.10528,0.40396,0.15561,0.18105,0.031786
-0.74883,0.21932,-0.086733,0.53969,0.015414,0.13663,0.2407
-0.40419,-0.075007,-0.10555,0.25646,0.25886,0.075649,0.17021
-0.54092,0.19052,0.14309,0.1942,0.31802,0.077934,-0.16251
-0.5051,-0.045173,-0.016618,0.064717,0.23745,0.12283,0.13836
-0.2691,-0.15369,0.15388,0.26045,0.20537,-0.15754,0.025295
-0.33148,-0.017397,0.21398,0.20807,0.28292,-0.073314,-0.038766
-0.042985,-0.14371,0.099167,0.15136,0.31949,0.093995,0.24093
-0.73243,0.074066,0.08264,0.26843,0.013235,0.16297,-0.0094384
-0.48645,-0.2274,0.0099923,0.012764,0.29585,0.10757,0.13882
-0.71403,0.29802,0.20873,0.25861,0.058344,0.14902,0.10297
-0.64326,-0.22395,-0.071636,0.30763,0.07911,0.039831,-0.096257
-0.67412,-0.024054,0.096268,0.20854,0.12656,0.078581,0.0096226
-0.58654,-0.15057,0.19804,0.091546,0.21693,-0.075674,-0.016125
-0.81612,-0.35794,0.2291,0.084505,-0.073531,-0.066329,0.15673
-0.39854,-0.43692,0.3046,0.0056432,0.13116,-0.071709,0.074033
-0.10118,0.0291,0.53947,0.06547,0.096912,-0.1942,0.014708
-0.32551,-0.15341,0.44289,0.049737,-0.062717,-0.010323,0.12668
-0.31811,-0.32784,0.5109,-0.06651,0.037159,-0.13641,-0.044194
-0.31599,0.11762,0.80687,-0.28389,-0.016242,0.27305,-0.25754
-0.15911,-1.584,0.078325,-0.43372,-0.029605,-0.072452,0.1679
-0.20023,0.83363,1.0166,0.16743,-0.43305,0.4564,-0.18809
-0.25134,-0.4795,0.24259,0.38987,-0.72908,0.1129,-0.021711
-0.29616,-0.43238,0.52706,-0.30076,-0.38599,0.014582,0.20063
0.21918,-0.25871,0.72854,-0.1686,-0.35708,-0.34414,0.18505
0.19466,-0.64619,0.45951,-0.26498,-0.16749,0.065444,-0.16293
0.17749,-0.35229,0.53507,0.20404,-0.3114,-0.062971,0.12496
-0.098149,-0.2391,0.35721,-0.22447,-0.050771,0.2785,-0.21238
0.050014,-0.021096,0.77547,-0.43682,-0.047576,0.11416,-0.032457
-0.27174,-0.62932,0.35853,-0.31758,-0.56287,0.1983,0.12654
0.16768,-0.11028,0.84632,-0.21427,-0.549,0.27167,-0.065591
0.12074,-0.59503,0.82432,-0.53394,-0.6928,0.049522,0.28284
0.26672,-0.56741,0.47916,-0.61334,-0.3075,0.13229,0.031206
0.51059,-0.021839,0.8154,-0.31871,-0.57405,-0.16327,0.54913
0.63724,-0.11032,0.43259,0.16625,-0.52819,0.047225,0.09188
1.3823,-0.36505,0.54799,0.04407,-0.010497,0.0074946,-0.22771
1.7916,-0.12351,0.68894,-0.12923,0.33129,-0.053301,0.19849
1.2639,-0.10783,0.088325,0.23422,0.015215,0.44969,-0.20686
1.3294,0.016523,-0.041525,0.35462,0.13626,0.4394,-0.3407
0.90106,0.097214,-0.131,-0.046555,0.21662,0.24484,0.062432
0.25965,0.065913,-0.37981,-0.39643,0.20525,0.56557,0.15957
0.18048,0.19328,-0.27529,0.27517,0.026273,0.23363,-0.13663
0.086003,-0.032525,-0.467,-0.0078834,-0.10981,0.38598,0.16555
-0.47309,-0.12341,-0.35033,-0.40805,0.084722,0.32199,0.04388
-0.38949,0.50521,-0.00035141,-0.3255,0.048227,-0.099702,0.14639
-0.26573,0.023139,-0.33917,-0.11421,-0.05521,0.07217,0.27307
-0.093519,0.14119,-0.18753,0.31526,-0.058078,-0.098165,-0.11672
0.043887,0.12347,-0.28123,0.22614,0.057044,0.027177,0.079057
-0.38059,0.28676,-0.22749,-0.0056668,0.0067767,-0.0058612,0.11263
-0.5084,0.24867,-0.35573,0.51364,-0.24177,0.069447,-0.22883
-0.41367,0.27495,-0.21183,0.21038,0.021047,-0.11902,-0.093875
-0.13222,0.073951,-0.15187,-0.00094207,0.18268,-0.10846,-0.060978
-0.1757,0.018076,-0.14288,0.19718,-0.00076411,-0.18531,0.028157
-0.14928,-0.027372,-0.15668,-0.22637,0.2017,0.0010734,0.13031
0.072854,-0.025652,-0.081362,-0.092203,0.17622,0.18962,-0.02313
-0.13342,0.043889,-0.11156,0.19432,-0.030094,-0.0097052,0.050616
-0.082521,0.10341,-0.081931,0.13915,0.050438,-0.041766,0.22359
-0.16454,-0.067821,-0.021872,0.18477,0.073668,-0.13369,-0.062338
0.11199,0.070976,0.097424,0.12497,0.13515,-0.044661,0.2925
-0.45033,0.18417,-0.069559,0.15217,-0.13589,0.15347,0.2977
-0.34261,0.012048,-0.16875,0.35542,-0.093614,0.20142,0.10126
-0.12053,-0.03882,0.047974,-0.062938,0.28163,-0.24417,-0.036003
-0.54039,-0.17504,-0.15418,-0.013141,0.04749,-0.032519,0.29912
-0.62807,0.31411,0.076983,0.15858,0.10333,-0.086926,-0.00034608
-0.45366,-0.0015318,0.0039832,0.17251,0.040585,-0.19987,0.17525
-0.46396,0.1006,0.14889,-0.027403,0.17928,-0.046069,-0.038053
-0.42969,-0.023439,0.098283,0.18373,0.0068019,-0.03869,0.10514
-0.28402,-0.057408,0.086298,0.18896,0.22545,-0.081256,-0.0073126
-0.27189,-0.058353,0.23691,-0.0086661,0.24469,-0.11742,0.057414
-0.38629,-0.051837,0.2287,0.062053,0.059912,-0.13603,0.013691
-0.41518,-0.096215,0.16761,-0.021941,0.21002,-0.048214,0.098191
-0.33794,-0.29004,0.11581,0.22403,0.1027,-0.15127,0.017635
-0.49438,0.076245,0.18044,0.18349,0.042712,-0.05017,0.01991
0.21519,-0.27485,0.40682,-0.10017,0.47098,-0.49777,0.047161
-0.47075,-0.016502,0.091482,0.070222,0.021415,0.082034,0.026229
-0.76627,-0.097787,-0.0030162,0.15287,-0.16463,0.051672,0.2376
-0.88649,-0.10345,-0.024505,0.23242,-0.048455,0.08037,-0.10072
-0.35246,-0.15263,0.23401,0.04622,0.1685,-0.03258,-0.28829
-0.59171,-0.15327,0.20731,0.086778,0.082619,-0.094809,-0.0022034
-0.097288,-0.063976,0.39089,0.079212,0.20748,-0.10173,0.024942
-0.3633,-0.059004,0.15219,0.42761,-0.066064,-0.031396,-0.22457
-0.3108,-0.27887,0.15125,-0.081406,0.092124,0.05964,0.076111
-0.53787,-0.19865,0.28102,-0.11983,0.014891,-0.067355,0.0528
-0.59223,-0.042042,0.51676,-0.38857,0.083346,-0.12729,0.097868
-0.34364,-0.12741,0.37105,-0.028273,0.024657,0.045312,0.0022845
-0.025815,-0.33572,0.1943,-0.04008,0.062388,0.0032885,-0.24731
-0.14431,-0.21871,0.23071,-0.0037886,-0.13314,-0.03287,-0.0049077
